channel,dateCreated,geography,guid,headline,id,language,mediaType,priority,slug,source,version
STK567,24/03/2022 12:13:46,[
  "RU";
  "AE"
],tag:reuters.com,2022:newsml_L2N2VR0RY,RPT-EXCLUSIVE-OPEC officials tell EU of unease about proposed ban on Russian oil, sources say,tag:reuters.com,2022:newsml_L2N2VR0RY:945337402,en,T,3,OIL-OPEC/EU (REPEAT, EXCLUSIVE, PIX),Thomson Reuters,945337402
STK567,24/03/2022 12:13:19,GB,tag:reuters.com,2022:newsml_L5N2VR3SG,British Vogue puts Queen Elizabeth on cover to mark Platinum Jubilee,tag:reuters.com,2022:newsml_L5N2VR3SG:518193206,en,T,3,BRITAIN-ROYALS/QUEEN-VOGUE (TV),Thomson Reuters,518193206
STK567,24/03/2022 12:12:21,[
  "RU";
  "AE"
],tag:reuters.com,2022:newsml_L2N2VR0RY,RPT-EXCLUSIVE-OPEC officials tell EU of unease about proposed ban on Russian oil, sources say,tag:reuters.com,2022:newsml_L2N2VR0RY:848380163,en,T,3,OIL-OPEC/EU (REPEAT, EXCLUSIVE, PIX),Thomson Reuters,848380163
STK567,24/03/2022 12:12:16,[
  "RU";
  "GB";
  "UA"
],tag:reuters.com,2022:newsml_L5N2VR449,UPDATE 1-Ukraine's president asks NATO for more military support against Russia,tag:reuters.com,2022:newsml_L5N2VR449:1067525704,en,T,3,UKRAINE-CRISIS/ZELENSKIY-NATO (UPDATE 1, PIX),Thomson Reuters,1067525704
STK567,24/03/2022 12:11:53,[
  "RU";
  "GB";
  "FR";
  "US";
  "UA"
],tag:reuters.com,2022:newsml_MT1ALTS8N2QT06G4,UK PM JOHNSON'S SPOKESMAN SAYS UK NOT DEPENDENT ON RUSSIAN GAS,tag:reuters.com,2022:newsml_MT1ALTS8N2QT06G4:2013849305,en,T,1,UK PM JOHNSON'S SPOKESMAN SAYS UK NOT DEPENDENT ON RUSSIAN GAS,Thomson Reuters,2013849305
STK567,24/03/2022 12:11:52,[
  "RU";
  "GB";
  "FR";
  "US";
  "UA"
],tag:reuters.com,2022:newsml_MT1ALTS8N2QT06G3,UK PM JOHNSON'S SPOKESMAN SAYS MONITORING THE IMPLICATIONS OF THE RUSSIAN MOVE TO CHARGE FOR RUSSIAN GAS IN ROUBLES,tag:reuters.com,2022:newsml_MT1ALTS8N2QT06G3:467868724,en,T,1,UK PM JOHNSON'S SPOKESMAN SAYS MONITORING THE IMPLICATIONS OF TH,Thomson Reuters,467868724
STK567,24/03/2022 12:09:48,[
  "ML";
  "FR"
],tag:reuters.com,2022:newsml_L5N2VR452,UPDATE 1-W. African court orders suspension of some sanctions against Mali,tag:reuters.com,2022:newsml_L5N2VR452:1664094076,en,T,3,MALI-POLITICS/COURT (UPDATE 1),Thomson Reuters,1664094076
STK567,24/03/2022 12:07:23,[
  "CH";
  "SRB";
  "GB"
],tag:reuters.com,2022:newsml_L2N2VR0WO,Soccer-Schar out of Swiss camp with adductor injury,tag:reuters.com,2022:newsml_L2N2VR0WO:2136805425,en,T,3,SOCCER-FRIENDLY-ENG-SWI/,Thomson Reuters,2136805425
STK567,24/03/2022 12:06:14,,tag:reuters.com,2022:newsml_MTZXEI3O8Y7DOH,UPDATE 2-World Cup Qualifiers (Asia) Summaries,tag:reuters.com,2022:newsml_MTZXEI3O8Y7DOH:2,en,T,4,SOCCER-WORLDCUP/SUMMARIES (UPDATE 2),Opta Sports Data,2
STK567,24/03/2022 12:04:41,[
  "RU";
  "AE"
],tag:reuters.com,2022:newsml_L2N2VR0RY,EXCLUSIVE-OPEC officials tell EU of unease about proposed ban on Russian oil, sources say,tag:reuters.com,2022:newsml_L2N2VR0RY:509571434,en,T,3,OIL-OPEC/EU (EXCLUSIVE, PIX),Thomson Reuters,509571434
STK567,24/03/2022 12:04:25,[
  "RU";
  "AE"
],tag:reuters.com,2022:newsml_MT1ALTL2N2VR0RY1,OPEC OFFICIALS HAVE TOLD EU OF THEIR UNEASE ABOUT PROPOSED EU BAN ON RUSSIAN OIL - OPEC SOURCES,tag:reuters.com,2022:newsml_MT1ALTL2N2VR0RY1:1265640826,en,T,1,OPEC OFFICIALS HAVE TOLD EU OF THEIR UNEASE ABOUT PROPOSED EU BA,Thomson Reuters,1265640826
STK567,24/03/2022 12:02:43,[
  "RU";
  "GB";
  "FR";
  "DE";
  "US";
  "UA"
],tag:reuters.com,2022:newsml_L5N2VL35R,Diesel shortage in Europe threatens to slow economic growth,tag:reuters.com,2022:newsml_L5N2VL35R:1229901658,en,T,3,GLOBAL-OIL/DIESEL,Thomson Reuters,1229901658
STK567,24/03/2022 12:01:03,[
  "TJ";
  "PE";
  "CH";
  "RU";
  "SRB";
  "AU";
  "KR";
  "IT";
  "MY";
  "SY";
  "GR";
  "SA";
  "BO";
  "VE";
  "NP";
  "BG";
  "IL";
  "HU";
  "MM";
  "KW";
  "GB";
  "VN";
  "JP";
  "IR";
  "QA";
  "SD";
  "AR";
  "ZW";
  "NZ";
  "CN";
  "CY";
  "GH";
  "LK";
  "TR";
  "CU";
  "SO";
  "AL";
  "SQ";
  "FR";
  "TH";
  "DE";
  "LB";
